month,model,generation,token_type,channel,workload,segment,tokens,allocated_inference_cost_cents,net_revenue_cents,cost_per_mtok,inference_gross_margin,receipt_id
2024-11-01,synthetic-g2,2,cache_write,direct,api,startup_api,102541,14,31,1.3653075355223765,0.5483870967741935,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,cache_write,direct,claude_code,enterprise,77038448,10285,20586,1.335047663473179,0.5003886136209075,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,cache_write,direct,claude_code,mid_market_api,634688,85,182,1.3392406977916709,0.532967032967033,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,14083354,1504,3125,1.0679274269467345,0.5187200000000001,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,agent_platform,startup_api,2785475,297,617,1.0662454339026557,0.5186385737439222,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,api,enterprise,3690307673,394124,577831,1.0679976709898573,0.31792513728062355,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,api,mid_market_api,166464091,17779,38376,1.068038151243081,0.5367156556180946,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,api,startup_api,1024571,109,245,1.0638598984355403,0.5551020408163265,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,claude_code,enterprise,770351528,82274,164681,1.0680059298850382,0.5004038110043053,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,input,direct,claude_code,mid_market_api,6343495,677,1456,1.0672350179199321,0.5350274725274725,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,7033274,3005,6243,4.2725478916362425,0.5186609002082332,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,agent_platform,startup_api,1393863,595,1234,4.2687122048580095,0.5178282009724473,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,api,enterprise,1845144194,788246,1155655,4.272002169603879,0.31792273645681457,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,api,mid_market_api,83219612,35551,76741,4.2719497418469095,0.5367404646798973,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,api,startup_api,512427,219,489,4.273779484687575,0.5521472392638036,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,claude_code,enterprise,385178888,164548,329365,4.271989071218254,0.5004083615441834,mr-1673c6225a055ecb5323ee5746cd0e43
2024-11-01,synthetic-g2,2,output,direct,claude_code,mid_market_api,3173533,1356,2912,4.272840395861647,0.5343406593406593,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,aws_marketplace,api,marketplace,14759639,236,328,0.15989550963949728,0.2804878048780488,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,agent_platform,startup_api,1586885,25,35,0.15754134672644834,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,api,enterprise,955959983,15314,15005,0.16019499008673463,-0.02059313562145948,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,api,mid_market_api,72777322,1166,1662,0.1602147438181361,0.2984356197352587,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,api,startup_api,381834,6,9,0.1571363472084728,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,claude_code,enterprise,673821204,10795,14405,0.1602057034702636,0.2506074279763971,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_read,direct,claude_code,mid_market_api,4450792,71,102,0.15952217043618305,0.303921568627451,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,aws_marketplace,api,marketplace,3687389,492,1023,1.33427745214839,0.5190615835777126,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,agent_platform,startup_api,397092,53,110,1.3347032929396714,0.5181818181818182,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,api,enterprise,238982219,31905,46888,1.3350365618623703,0.31954871182392086,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,api,mid_market_api,18202110,2430,5195,1.3350100620202823,0.532242540904716,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,api,startup_api,95341,13,28,1.3635267093905035,0.5357142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,claude_code,enterprise,168451445,22488,45013,1.3349840958621637,0.5004109923799791,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,cache_write,direct,claude_code,mid_market_api,1114056,149,320,1.3374552087148222,0.534375,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,36904722,3941,8190,1.0678850256614858,0.5188034188034187,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,agent_platform,startup_api,3970749,424,879,1.0678086174673846,0.5176336746302617,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,api,enterprise,2390000078,255253,375130,1.068004149245053,0.31956121877749044,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,api,mid_market_api,181944834,19432,41545,1.0680160339149833,0.5322662173546757,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,api,startup_api,955929,102,228,1.0670248522641326,0.5526315789473684,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,claude_code,enterprise,1684525331,179907,360108,1.067998187318443,0.5004082108700723,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,input,direct,claude_code,mid_market_api,11132910,1189,2555,1.0680046816151392,0.5346379647749511,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,18449075,7881,16376,4.271758882220382,0.5187469467513435,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,agent_platform,startup_api,1985474,848,1759,4.271020421320047,0.5179079022171689,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,api,enterprise,1194905701,510464,750203,4.27200238121552,0.3195655042701775,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,api,mid_market_api,90970872,38863,83086,4.272026764786865,0.532255735021544,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,api,startup_api,477239,204,456,4.274587785155865,0.5526315789473684,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,claude_code,enterprise,842342157,359849,720284,4.272005111101189,0.5004067839907592,mr-1673c6225a055ecb5323ee5746cd0e43
2024-12-01,synthetic-g2,2,output,direct,claude_code,mid_market_api,5567041,2378,5110,4.271569043590661,0.5346379647749511,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,aws_marketplace,api,marketplace,27519218,441,610,0.16025164668559985,0.27704918032786885,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,agent_platform,startup_api,1729578,28,38,0.16188920071832552,0.26315789473684215,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,api,enterprise,1553174160,24882,24411,0.16020096548605986,-0.019294580312154253,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,api,mid_market_api,52016397,834,1192,0.16033405773952394,0.30033557046979864,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,api,startup_api,558762,9,13,0.16107036627401292,0.3076923076923077,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,claude_code,enterprise,531479918,8514,11362,0.16019419947302693,0.2506600950536877,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_read,direct,claude_code,mid_market_api,1189954,19,27,0.1596700376653215,0.2962962962962963,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,aws_marketplace,api,marketplace,6885571,919,1910,1.3346750763299078,0.518848167539267,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,agent_platform,startup_api,431755,58,120,1.3433544487035471,0.5166666666666666,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,api,enterprise,388290772,51836,76282,1.3349789317166671,0.32046878686977265,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,api,mid_market_api,12997571,1735,3724,1.3348647989689766,0.5341031149301826,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,api,startup_api,140116,19,42,1.3560192982956978,0.5476190476190477,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,claude_code,enterprise,132858084,17737,35502,1.3350335535472573,0.5003943439806209,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,cache_write,direct,claude_code,mid_market_api,296726,40,85,1.3480449977420246,0.5294117647058824,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,68806778,7349,15269,1.068063381779045,0.5186980155871374,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,agent_platform,startup_api,4323909,462,958,1.0684776205974733,0.5177453027139876,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,api,enterprise,3882987942,414702,610269,1.067997135696488,0.32046032159588644,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,api,mid_market_api,130032841,13887,29800,1.0679609776425634,0.533993288590604,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,api,startup_api,1397435,149,334,1.0662392168508732,0.5538922155688623,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,claude_code,enterprise,1328664842,141901,284034,1.067996950881914,0.5004084018110508,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,input,direct,claude_code,mid_market_api,2970244,317,682,1.0672523873459554,0.5351906158357771,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,34412299,14701,30548,4.27201914059854,0.5187573654576405,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,agent_platform,startup_api,2164873,925,1918,4.272767963755841,0.5177267987486965,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,api,enterprise,1941505548,829411,1220544,4.271999123846954,0.32045792695716013,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,api,mid_market_api,65019575,27776,59604,4.2719442567872825,0.5339910073149453,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,api,startup_api,698919,299,669,4.278035079887655,0.5530642750373692,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,claude_code,enterprise,664277156,283779,568020,4.271996973504234,0.500406675821274,mr-1673c6225a055ecb5323ee5746cd0e43
2025-01-01,synthetic-g2,2,output,direct,claude_code,mid_market_api,1486952,635,1365,4.270480822514782,0.5347985347985348,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,aws_marketplace,api,marketplace,9086496,146,202,0.16067799952809092,0.27722772277227725,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,agent_platform,startup_api,1198143,19,27,0.15857873392408084,0.2962962962962963,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,api,enterprise,1447916780,23196,22717,0.16020257738846014,-0.021085530659858298,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,api,mid_market_api,102338436,1639,2335,0.1601548806159203,0.2980728051391863,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,api,startup_api,618677,10,15,0.16163523130809776,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,claude_code,enterprise,246062086,3942,5260,0.16020346994863727,0.25057034220532315,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_read,direct,claude_code,mid_market_api,2998035,48,69,0.1601048686889913,0.30434782608695654,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,aws_marketplace,api,marketplace,2270697,303,630,1.3343920390963655,0.519047619047619,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,agent_platform,startup_api,300196,40,83,1.332462790976562,0.5180722891566265,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,api,enterprise,361976787,48324,70988,1.3350027332001264,0.31926522792584666,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,api,mid_market_api,25583113,3415,7297,1.33486491655648,0.531999451829519,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,api,startup_api,154395,21,46,1.3601476731759448,0.5434782608695652,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,claude_code,enterprise,61513576,8212,16438,1.3349898565480895,0.5004258425599222,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,cache_write,direct,claude_code,mid_market_api,750568,100,215,1.3323243197152024,0.5348837209302326,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,22721460,2427,5042,1.0681531908600943,0.518643395477985,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,agent_platform,startup_api,2999230,320,664,1.0669405147321145,0.5180722891566265,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,api,enterprise,3619904523,386606,567924,1.0680005440574434,0.3192645494819729,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,api,mid_market_api,255784326,27318,58363,1.068009147675452,0.5319294758665594,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,api,startup_api,1543618,165,369,1.068917309852567,0.5528455284552846,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,claude_code,enterprise,615123172,65695,131497,1.0679974839250568,0.5004068533882902,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,input,direct,claude_code,mid_market_api,7499512,801,1721,1.068069495721855,0.5345729227193492,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,11361110,4853,10085,4.27158965981317,0.5187902825979177,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,agent_platform,startup_api,1497823,640,1326,4.272868022456592,0.5173453996983408,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,api,enterprise,1809971749,773220,1135861,4.272000380266709,0.3192652974263577,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,api,mid_market_api,127894003,54636,116728,4.271975129279517,0.5319374957165376,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,api,startup_api,773285,330,739,4.2675080985665055,0.5534506089309879,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,claude_code,enterprise,307566917,131393,262998,4.272013429844927,0.5004030448900751,mr-1673c6225a055ecb5323ee5746cd0e43
2025-02-01,synthetic-g2,2,output,direct,claude_code,mid_market_api,3747816,1601,3440,4.271821242024688,0.5345930232558139,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,aws_marketplace,api,marketplace,25731126,412,571,0.16011736136226606,0.27845884413309985,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,aws_marketplace,claude_code,marketplace,3938827,63,89,0.1599460956269468,0.2921348314606742,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,azure_marketplace,api,marketplace,553568,9,12,0.16258165211861958,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,agent_platform,startup_api,3019338,48,67,0.15897524556707462,0.28358208955223885,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,api,enterprise,1149416535,18414,18046,0.16020301987390498,-0.020392330710406803,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,api,mid_market_api,81034081,1298,1861,0.1601795175538549,0.30252552391187537,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,api,startup_api,551299,9,13,0.16325079494067649,0.3076923076923077,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,claude_code,enterprise,943550773,15116,20171,0.16020335558561405,0.25060730752069804,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_read,direct,claude_code,mid_market_api,1201658,19,28,0.15811487128617294,0.3214285714285714,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,aws_marketplace,api,marketplace,6435049,859,1785,1.3348771703214692,0.518767507002801,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,aws_marketplace,claude_code,marketplace,984959,131,281,1.3300045991762093,0.5338078291814947,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,azure_marketplace,api,marketplace,137993,18,38,1.3044139920140876,0.5263157894736843,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,agent_platform,startup_api,753884,101,209,1.339728658520409,0.5167464114832536,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,api,enterprise,287316488,38357,56388,1.3350086612502376,0.3197666170107115,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,api,mid_market_api,20259745,2705,5819,1.3351599440170643,0.5351434954459529,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,api,startup_api,137346,18,41,1.310558734873968,0.5609756097560976,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,claude_code,enterprise,235884123,31491,63032,1.3350199072109656,0.5003966239370479,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,cache_write,direct,claude_code,mid_market_api,301068,40,86,1.3286035048560458,0.5348837209302326,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,64342525,6872,14279,1.0680339324575776,0.5187338048882975,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,aws_marketplace,claude_code,marketplace,9845868,1052,2244,1.0684685189766916,0.5311942959001783,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,azure_marketplace,api,marketplace,1383239,148,300,1.0699524810969037,0.5066666666666666,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,agent_platform,startup_api,7548551,806,1671,1.0677545929013397,0.5176540993417116,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,api,enterprise,2873469845,306887,451147,1.0680014635754773,0.3197627380875856,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,api,mid_market_api,202589617,21636,46548,1.0679718102236206,0.5351894818252128,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,api,startup_api,1377978,147,329,1.0667804565820354,0.5531914893617021,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,claude_code,enterprise,2358862446,251926,504263,1.0679978411933224,0.5004075254381146,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,input,direct,claude_code,mid_market_api,3006487,321,690,1.067691295521983,0.5347826086956522,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,32166723,13742,28555,4.272116870593252,0.5187532831378042,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,aws_marketplace,claude_code,marketplace,4923810,2103,4487,4.271082759082906,0.5313126810786717,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,azure_marketplace,api,marketplace,691297,295,601,4.26734095475606,0.5091514143094842,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,agent_platform,startup_api,3772206,1611,3341,4.270710560345856,0.5178090392098174,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,api,enterprise,1436738594,613775,902296,4.272001897653485,0.3197631375956449,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,api,mid_market_api,101306490,43278,93107,4.271986918113538,0.5351799542461899,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,api,startup_api,688435,294,658,4.270555680637969,0.5531914893617021,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,claude_code,enterprise,1179445476,503859,1008538,4.2719990898502544,0.500406529054929,mr-1673c6225a055ecb5323ee5746cd0e43
2025-03-01,synthetic-g2,2,output,direct,claude_code,mid_market_api,1502045,642,1380,4.27417287764348,0.5347826086956522,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_read,aws_marketplace,api,marketplace,16310429,261,362,0.16002031583595994,0.27900552486187846,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_read,azure_marketplace,api,marketplace,469545,7,11,0.14908049281751481,0.36363636363636365,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_read,direct,agent_platform,startup_api,1805921,29,40,0.16058288263993828,0.275,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_read,direct,api,enterprise,1055880500,16915,16364,0.1601980527152457,-0.033671473967245236,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_read,direct,api,mid_market_api,171771415,2752,3939,0.16021292017650318,0.30134551916730135,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_write,aws_marketplace,api,marketplace,4079319,545,1131,1.336007309063106,0.5181255526083113,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_write,azure_marketplace,api,marketplace,117674,16,32,1.3596886313034315,0.5,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_write,direct,agent_platform,startup_api,452978,60,125,1.324567639046488,0.52,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_write,direct,api,enterprise,263959415,35239,51136,1.3350158394615323,0.31087687734668334,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,cache_write,direct,api,mid_market_api,42939116,5733,12308,1.3351462568535413,0.5342053948651284,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,input,aws_marketplace,api,marketplace,40792331,4357,9052,1.068092921681774,0.5186699072028281,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,input,azure_marketplace,api,marketplace,1175363,125,256,1.06350123323603,0.51171875,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,input,direct,agent_platform,startup_api,4522419,483,1002,1.0680124950828307,0.5179640718562875,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,input,direct,api,enterprise,2639681265,281918,409098,1.0680001549353724,0.31087905587414266,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,input,direct,api,mid_market_api,429430883,45863,98476,1.0679949164252354,0.5342723100044682,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,output,aws_marketplace,api,marketplace,20395705,8713,18105,4.271977850238567,0.5187517260425296,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,output,azure_marketplace,api,marketplace,588231,251,512,4.26703114932739,0.509765625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,output,direct,agent_platform,startup_api,2262708,967,2005,4.273640257602837,0.5177057356608479,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,output,direct,api,enterprise,1319806915,563821,818175,4.271996104824167,0.31087970177529256,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g2,2,output,direct,api,mid_market_api,214719328,91728,196958,4.271995486125962,0.5342763431797641,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,2284390,29,43,0.1269485508166294,0.32558139534883723,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_read,direct,api,enterprise,336581279,4314,4588,0.12817112148415125,0.05972101133391461,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_read,direct,api,startup_api,1829962,24,36,0.13115026432242854,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,1567958568,20095,27485,0.12816027419418394,0.2688739312352192,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,849355,11,16,0.12951003997150778,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,570496,61,133,1.0692450078528157,0.5413533834586466,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_write,direct,api,enterprise,84142569,8986,14338,1.0679493277653551,0.37327381782675406,mr-1673c6225a055ecb5323ee5746cd0e43
